"LOA DATE",PRODUCT,MODEL,"PRIMARY VIOLATION",CITATION,"ACTION REQUESTED",FIRM,"ADDRESS 1","ADDRESS 2","FOREIGN MFG","LOT SIZE",COUNTRY
"January 2017","BABY SLEEP SACK","BABY SLEEP SACK","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","KYTE BABY","5217 DAVIS BLVD STE B","NORTH RICHLAND HILLS, TX 76180","ZIYI XIU CLOTHING CO, LIMITED",911,CHINA
"January 2017","BABY BLANKET","BABY BLANKET","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","KYTE BABY","5217 DAVIS BLVD STE B","NORTH RICHLAND HILLS, TX 76180","ZIYI XIU CLOTHING COMPANY",181,CHINA
"January 2017","TODDLER BLANKET","TODDLER BLANKET","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","KYTE BABY","5217 DAVIS BLVD STE B","NORTH RICHLAND HILLS, TX 76180","ZIYI XIU CLOTHING COMPANY",61,CHINA
"January 2017","DOLL WITH STROLLER",271794,"ASTM Toy Standard Violation","15 U.S.C. § 2058(a)","Correct Future Production","MAGIC SOURCE INTERNATIONAL LTD","2445 E. DOMINGUEZ ST.","CARSON, CA 90810","TOP SOURCE TRADING LIMITED",1200,CHINA
"January 2017","CLICK N' PLAY JUMBO TRUCK CARR",WT635453,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","EZ TRADING LLC","727 SOUTH AVENUE","PISCATAWAY, NJ 08854","WINTIDE BRAND LIMITED",3000,CHINA
"January 2017",DOLL,6655-3,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","GIANT TOYS IMPORTS INC","335 WINSTON ST","LOS ANGELES, CA 90013","HUI HAI TOYS CO LTD",384,CHINA
"January 2017","BOAT TOYS",5111,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","JILL K GILLENWATER","68645 TACHEVAH DR","CATHEDRAL CITY, CA 92234","SMILOR INDUSTRIAL CO LTD",5760,CHINA
"January 2017","HARDWOOD STORY BLOCKS","201, 202, 203,","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production",FIDOODLE,"15 WYNDHAM STREET","TORONTO, ONTARIO M6K1R8",FIDOODLE,96,CANADA
"January 2017","BASKETBALL HOOP GAME SET",OL-914,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KOLE IMPORTS","24600 S. MAIN ST.","CARSON, CA 90745",GCCO,480,CHINA
"January 2017","B/O DOG",618MN-1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZOVI INC","3614 RED WOOD LANE","WEST COVINA, CA 91792","MARKET UNION CO., LTD",7200,CHINA
"January 2017","B/O DOG",618G-1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZOVI INC","3614 RED WOOD LANE","WEST COVINA, CA 91792","MARKET UNION CO., LTD",7200,CHINA
"January 2017","B/O DOG",618F-1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ZOVI INC","3614 RED WOOD LANE","WEST COVINA, CA 91792","MARKET UNION CO., LTD",7200,CHINA
"January 2017","ASS'T 12 MINI COLORS LEAD PENC",21602,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Correct Future Production","BC IMPORTS DBA: BC OFFICE PRODUCTS","101QUINT STREET","SAN FRANCISCO, CA 94124","NARITASHI NAKADAI",4000,JAPAN
"January 2017","MINI COLOR PENCIL 12 (PLASTIC",21612,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Correct Future Production","BC IMPORTS DBA: BC OFFICE PRODUCTS","101QUINT STREET","SAN FRANCISCO, CA 94124","NARITASHI NAKADAI",4000,JAPAN
"January 2017","12 MINI COLOR LEAD PENCIL SET",22134,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Correct Future Production","BC IMPORTS DBA: BC OFFICE PRODUCTS","101QUINT STREET","SAN FRANCISCO, CA 94124","NARITASHI NAKADAI",12000,JAPAN
"January 2017","MULTI COLOR PENCIL BLACK WOOD",21740,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Stop Sale and Correct Future Production","BC IMPORTS DBA: BC OFFICE PRODUCTS","101QUINT STREET","SAN FRANCISCO, CA 94124","NARITASHI NAKADAI",2000,JAPAN
"January 2017","STUFFED ANIMAL AND BABY BLANKE","BL-HIP-BLA/GRN,","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","INFINITE CANDY LLC DBA AMAZING SLEEP BAB","312 EASTWOOD AVENUE","WESTERVILLE, OH 43081","SHANGHAI ORILAND INTERNATIONAL TRADING CO., LTD.",1376,CHINA
"January 2017","STUFFED ANIMAL AND BABY BLANKE",BL-KIT-BLA/PNK,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","INFINITE CANDY LLC DBA AMAZING SLEEP BAB","312 EASTWOOD AVENUE","WESTERVILLE, OH 43081","SHANGHAI ORILAND INTERNATIONAL TRADING CO., LTD.",688,CHINA
"January 2017","FLYING UFO - RED",HY-828,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","OCEAN SALES LTD","700 SLEATER KINNEY RD SE","LACEY, WA 98503","CHINA CHENGHAI SHANTOU HUIYING TOYS FACTORY",1500,CHINA
"January 2017","FLYING UFO - YELLOW",HY-828,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","OCEAN SALES LTD","700 SLEATER KINNEY RD SE","LACEY, WA 98503","CHINA CHENGHAI SHANTOU HUIYING TOYS FACTORY",1500,CHINA
"January 2017","FLYING UFO - BLUE",HY-828,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","OCEAN SALES LTD","700 SLEATER KINNEY RD SE","LACEY, WA 98503","CHINA CHENGHAI SHANTOU HUIYING TOYS FACTORY",1500,CHINA
"January 2017","ROBES FOR CHILDREN",QB-21,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JEMAL SAID","1940 W. HOOD AVE.","CHICAGO, IL 60660","HONG KONG LIANCHENG INT'L GROUP CO LIMITED",72,CHINA
"January 2017","SWAN TOY",GC169-85,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",360,CHINA
"January 2017","TOY GUN",6289-9A,"ASTM Toy Standard Violation","15 U.S.C. § 2058(a)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",100,CHINA
"January 2017","TOY TRUCK",6611-AA,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",100,CHINA
"January 2017","TRUCKS AND PLANES TOY SET",5598-A,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",300,CHINA
"January 2017","BICYCLE TOY",2699C,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",360,CHINA
"January 2017","TOY BICYCLE",2688B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",240,CHINA
"January 2017","DOLL WITH DOCTOR SET",015-F5,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",100,CHINA
"January 2017","HORSE FIGURE",CF3723A,"Exceeds Phthalate Interim Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",100,CHINA
"January 2017","DOLL WITH FURNITURE SET",889-1,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",600,CHINA
"January 2017","PRINCESS DOLL",66808D,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",240,CHINA
"January 2017","BASKETBALL SET",67802,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",48,CHINA
"January 2017","TOY TRUCK",386-1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",540,CHINA
"January 2017","POLICE CAR",998F-26,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",960,CHINA
"January 2017","POLICE MOTORCYCLE",730,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",300,CHINA
"January 2017","MUSICAL INSTRUMENT",9903-2,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",600,CHINA
"January 2017","ACTION FIGURE WITH MARBLES",8816B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",720,CHINA
"January 2017","TOY BABY FITNESS RACK",8103,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",90,CHINA
"January 2017","TOY SHOTGUN",668-6,"ASTM Toy Standard Violation","15 U.S.C. § 2058(a)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",600,CHINA
"January 2017","TOY SHOTGUN",668-7,"ASTM Toy Standard Violation","15 U.S.C. § 2058(a)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",600,CHINA
"January 2017","TOY DOLL 9""",585-2,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",720,CHINA
"January 2017","TOY DOLL 9""",585-1,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",720,CHINA
"January 2017","TOY DOLL 11""",8822-C,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",360,CHINA
"January 2017","FROZEN DOLL",238A,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",576,CHINA
"January 2017","DOLL AND TOY JEWELRY",8050-2,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",600,CHINA
"January 2017","TOY DOLL 11""",060A,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",360,CHINA
"January 2017","PAINTING CANVAS",3040-5,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",180,CHINA
"January 2017","DISNEY SOFIA THE FIRST ROLLING",A03602,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","BESTOYS, INC.","1119 FARRAGUT ST","LAREDO, TX 78040","GRUPO RUZ S.A. DE CV",120,CHINA
"January 2017","BLACK KIDS SHOE","LINE62 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TEANA INC","10101 RUSH STREET","SOUTH EL MONTE, CA 91733","NANCHANG YONGJIAN SHOES CO., LTD",1250,CHINA
"January 2017","BLACK KIDS SHOE","LINE63 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TEANA INC","10101 RUSH STREET","SOUTH EL MONTE, CA 91733","NANCHANG YONGJIAN SHOES CO., LTD",1250,CHINA
"January 2017","BLACK TODDLER BOOTS (BLACK)",TM2516F,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TEANA INC","10101 RUSH STREET","SOUTH EL MONTE, CA 91733","TAIZHOU BOKE IMP & EXP CO LTD",1008,CHINA
"January 2017","BLACK TODDLER BOOTS (TAN)",TM2516F,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TEANA INC","10101 RUSH STREET","SOUTH EL MONTE, CA 91733","TAIZHOU BOKE IMP & EXP CO LTD",1008,CHINA
"January 2017","MAGIC BALL",9632,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","VELEO INTERNATIONAL","4170 BUSINESS CENTER DRIVE","FREMONT, CA 94538-6354","HK FLY INTERNATIONAL TRADING GROUP CO., LIMITED",26976,CHINA
"January 2017","CHILDREN'S CLOTHING GOWN",GOWN,"Clothing Standard Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production",BAILEY'Z,"6175 HICKORY FLAT HWY, STE 110","CANTON, GA 30115","QINGDAO ASSOCIATED TEXTILES GROUP",1000,CHINA
"January 2017","CHILDREN'S CLOTHING BODYSUIT",BODYSUIT,"Clothing Standard Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production",BAILEY'Z,"6175 HICKORY FLAT HWY, STE 110","CANTON, GA 30115","QINGDAO ASSOCIATED TEXTILES GROUP",3000,CHINA
"January 2017","PLUSH DOLPHIN","PLUSH DOLPHIN","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","MARDI GRAS BONANZA","2637 N HULLEN","METARIE, LA 70002","YIWU JUBANG IMPORT & EXPORT CO., LTD.",1200,CHINA
"January 2017","HALLOWEEN COSTUME",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","L&Y USA","10700 JERSEY BLVD SUITE 760","RANCHO CUCAMONGA, CA 91730","FUZHOU JIAN XIN TRADING CO",2689,CHINA
"January 2017","SCALE R/C TRUCK",SKY2078,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SKY BILLIARDS","5642 ONTARIO MILLS PKWY","ONTARIO, CA 91764","HENG YE TOYS",450,CHINA
"January 2017","WIZARD SAND REFILL BACKPACK","SAND REFILL BAC","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RHYDE INC","9690 TELSTAR AVE STE 225","EL MONTE, CA 91731","SKYWORLD TRADING CO., LTD",700,CHINA
"January 2017","DINOSAUR SET",369-A75/A72,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","GOFFA INTERNATIONAL","930 FLUSHING AVE","BROOKLYN, NY 11206","UNION TOP (HK) CO., LTD",840,CHINA
"January 2017","GIRLS PLAY DOUGH SET",QL-E92,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Stop Sale and Correct Future Production","GOFFA INTERNATIONAL","930 FLUSHING AVE","BROOKLYN, NY 11206","UNION TOP (HK) CO., LTD",1080,CHINA
"January 2017",SPA,,"Failure of secondary back up system","Sec. 1404(c)(1)(B)","Correct Future Production","SLEEP INN","1716 NORTH DIERS STREET","GRAND ISLAND, NE 68801",,,USA
"January 2017","AQUASTAR DRAIN COVERS",WAV9WR101,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","HOLIDAY INN EXPRESS","10810 BATTLEVIEW PARKWAY","MANASSAS, VA 20109",,1,USA
"January 2017","WESTERN SET",2026B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","WX GROUP","333 W GARVEY AVE 161","MONTEREY PARK, CA 91754","CAE IMPORT & EXPORT LIMITED",,CHINA
"January 2017","TOY GOLF SET",168-5,"Small Ball Ban","16 CFR 1500.18","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",360,CHINA
"January 2017","BASKETBALL BOARD SET",777-421,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",240,CHINA
"January 2017","POLICE EQUIPMENT SET",231,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",540,CHINA
"January 2017","TOY GUN",JH886-3,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",504,CHINA
"January 2017",DOLL,QL108A,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",288,CHINA
"January 2017",DOLL,"8804 (BX)","Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",120,CHINA
"January 2017","DOLL 3.5""",T2067-1/2,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",720,CHINA
"January 2017","BABY BATH TUB AND DOLL",3A-502,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",216,CHINA
"January 2017","ARMY TRUCK SET",6611-A4,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",504,CHINA
"January 2017","DOLL 11""",836353,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",180,CHINA
"January 2017","KITTY TELEPHONE",988-1,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",576,CHINA
"January 2017","TOY FISHING POLE SET",H52AB,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",768,CHINA
"January 2017","ACTION FIGURE",1238,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",576,CHINA
"January 2017","FISHING POLE AND FOOD BASKET",739,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",240,CHINA
"January 2017","TOY GUN WITH SMALL BALLS",298-1,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",384,CHINA
"January 2017","TOY GUN WITH SMALL BALLS",2089AB,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",432,CHINA
"January 2017","MINNIE MOUSE PIANO",662-1,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",288,CHINA
"January 2017","HELLO KITTY PIANO",662-2,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","TIMES TIENDA LLC","1700 AVE PONCE DE LEON PDA 25","SAN JUAN, PR 00909","YIWU DESHI IMP. & EXP. CO., LTD.",288,CHINA
"January 2017","POOLS AND SPAS",,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","HILTON HOTEL","12042 WEST BROAD STREET","RICHMOND, VA 23233",,4,USA
"January 2017","PROJECTOR DESK",628-30,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Correct Future Production","J. PICA AND CO - PUERTO RICO","CALLE A, ESQ. ESCORIAL","SAN JUAN, PR 00920","SUAREZ TOY HOUSE",430,CHINA
"January 2017","BLOCKS 50 PCS",6758,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","ADIR INTERNATIONAL","1605 W OLYMPIC BLVD STE 300","LOS ANGELES, CA 90015","SHANTOU CITY TIANQI TOYS INDUSTRIAL CO. LTD",990,CHINA
